"ABotIsoID","PhaseID","SampleID","ItemID","TaxonCode","anatomy","preservation","preservation_score","number_of_samples","sample_notes","δ13C(‰)","δ13C_corrected(‰)","δ15N(‰)","δ15N_corrected(‰)","Δ13C_difference(‰)","C(%)","N(%)","C/N","MassSpecType","Mean_87Sr/86Sr","Error_87Sr/86Sr","ppm","CitationID","time_added","user_added","time_last_update","user_last_update"
"ID100993","IBGEN","AMB03","It15026","TRITDIC","seed/grain","burnt: charred","P2","8","mg-sized pieces of larch wood from the backpack","-24.8","-24.9","7","6.9","19","42.2","2.8","17.4",NULL,NULL,NULL,NULL,"muell2019a","2022-08-04 12:54:10","claudia_speciale","2022-08-04 12:54:10","adrian@localhost"
