"MaterialCultureID","IndividualID","GraveID","PhaseID","ItemID","Object","Material","MaterialType","TaxonCode","ShapeFace","ShapeSection","Preservation","Decorated","Retouched","Polished","Perforated","Flat","DecorStyle","DecorTechn","DecorTool1","DecorTool2","DecorTool3","DecorToolTaxonCode","PerforationsNumber","PerforationMorphology","Height/Length","Width","Quantity","CitationID","notes","morphometrics","time_added","user_added","time_last_update","user_last_update"
"M002249","C04775","G03944","BEMBB","It13160","ornament","shell","animal: mollusca","anadspe","semicircular","rectangular","fragment","yes","no","yes","yes","no","Complex","incised","indented: comb","cord",NULL,NULL,"1","conical","76","28","1","morav2017a","thicknness --> 0.4",NULL,NULL,NULL,NULL,"adrian@localhost"
