"SampleID","PhaseID","TaxonCode","TaxonCodeConfidence","Anatomy1","Anatomy2","Anatomy3","Anatomy4","preservation_type_1","preservation_type_2","TotalCount","NumberOfContexts","Ubiquity","time_added","user_added","time_last_update","user_last_update"
"918697","HOSCH","TRITDIC","yes","chaff: glume","chaff: husk","chaff: rachis","chaff: spikelet fork","burnt: charred","waterlogged","21",NULL,NULL,"2022-03-29 10:13:38",NULL,NULL,NULL
